hand_index,handedness,lm_index,x,y,z
0,Left,0,0.466169,0.645838,-0.000000
0,Left,1,0.453288,0.555226,-0.001107
0,Left,2,0.410354,0.487787,-0.005049
0,Left,3,0.367307,0.457164,-0.008302
0,Left,4,0.341747,0.437421,-0.013629
0,Left,5,0.391119,0.465465,-0.016253
0,Left,6,0.328834,0.459173,-0.022819
0,Left,7,0.293121,0.460900,-0.028432
0,Left,8,0.267197,0.459669,-0.033794
0,Left,9,0.379057,0.515884,-0.020763
0,Left,10,0.329520,0.533420,-0.020040
0,Left,11,0.346175,0.556563,-0.016535
0,Left,12,0.366012,0.560168,-0.017939
0,Left,13,0.370818,0.575787,-0.024415
0,Left,14,0.331295,0.589835,-0.025173
0,Left,15,0.348570,0.608206,-0.018208
0,Left,16,0.364051,0.608077,-0.016927
0,Left,17,0.365175,0.637765,-0.028084
0,Left,18,0.329259,0.634429,-0.031151
0,Left,19,0.344864,0.647425,-0.023783
0,Left,20,0.359932,0.652428,-0.019181
