hand_index,handedness,lm_index,x,y,z
0,Left,0,0.467571,0.634730,-0.000000
0,Left,1,0.453929,0.542294,-0.000272
0,Left,2,0.412342,0.472970,-0.005652
0,Left,3,0.369849,0.442871,-0.010960
0,Left,4,0.343363,0.426208,-0.018480
0,Left,5,0.395536,0.441167,-0.017252
0,Left,6,0.331240,0.437178,-0.024731
0,Left,7,0.294970,0.439748,-0.031100
0,Left,8,0.269677,0.437765,-0.037221
0,Left,9,0.382911,0.486389,-0.023062
0,Left,10,0.331155,0.516879,-0.022963
0,Left,11,0.348348,0.541957,-0.020235
0,Left,12,0.368915,0.544371,-0.022557
0,Left,13,0.373356,0.546566,-0.027844
0,Left,14,0.332562,0.574428,-0.028467
0,Left,15,0.350307,0.594040,-0.021790
0,Left,16,0.366608,0.590091,-0.021266
0,Left,17,0.365492,0.610357,-0.032748
0,Left,18,0.330801,0.619180,-0.036550
0,Left,19,0.346200,0.633360,-0.029968
0,Left,20,0.361253,0.635756,-0.025968
