hand_index,handedness,lm_index,x,y,z
0,Left,0,0.372328,0.778999,-0.000000
0,Left,1,0.328260,0.739196,-0.013421
0,Left,2,0.296284,0.649666,-0.019576
0,Left,3,0.287593,0.570695,-0.028135
0,Left,4,0.301506,0.525009,-0.035769
0,Left,5,0.326776,0.545478,-0.000798
0,Left,6,0.310532,0.454337,-0.017290
0,Left,7,0.296578,0.385357,-0.028019
0,Left,8,0.288247,0.333615,-0.035200
0,Left,9,0.355067,0.533615,-0.005851
0,Left,10,0.328994,0.427877,-0.027117
0,Left,11,0.310518,0.356947,-0.041429
0,Left,12,0.298681,0.308411,-0.046758
0,Left,13,0.384964,0.540699,-0.013003
0,Left,14,0.335110,0.504597,-0.037791
0,Left,15,0.314788,0.575835,-0.038160
0,Left,16,0.308969,0.633545,-0.029991
0,Left,17,0.414469,0.565868,-0.022200
0,Left,18,0.362307,0.560676,-0.041124
0,Left,19,0.346265,0.619185,-0.039258
0,Left,20,0.344418,0.669398,-0.031460
