hand_index,handedness,lm_index,x,y,z
0,Left,0,0.541851,0.728772,-0.000000
0,Left,1,0.508029,0.676986,-0.014685
0,Left,2,0.488938,0.604072,-0.021221
0,Left,3,0.492706,0.541500,-0.029502
0,Left,4,0.509392,0.503565,-0.036692
0,Left,5,0.503145,0.528429,-0.003882
0,Left,6,0.494702,0.443745,-0.018405
0,Left,7,0.490614,0.392884,-0.027986
0,Left,8,0.491697,0.349290,-0.033944
0,Left,9,0.526458,0.525316,-0.006888
0,Left,10,0.513750,0.431143,-0.023813
0,Left,11,0.506332,0.376406,-0.033924
0,Left,12,0.503700,0.332837,-0.038210
0,Left,13,0.551744,0.538723,-0.012471
0,Left,14,0.537996,0.498862,-0.037518
0,Left,15,0.525355,0.555607,-0.039514
0,Left,16,0.519039,0.600105,-0.033052
0,Left,17,0.576891,0.564780,-0.019432
0,Left,18,0.561740,0.536081,-0.037647
0,Left,19,0.547288,0.576078,-0.035303
0,Left,20,0.539568,0.614414,-0.028426
