hand_index,handedness,lm_index,x,y,z
0,Left,0,0.316286,0.792730,0.000000
0,Left,1,0.269745,0.744332,-0.013417
0,Left,2,0.237388,0.660540,-0.020733
0,Left,3,0.222874,0.599833,-0.031172
0,Left,4,0.222558,0.551734,-0.041013
0,Left,5,0.263036,0.535262,-0.001932
0,Left,6,0.242652,0.436028,-0.020330
0,Left,7,0.228489,0.367055,-0.032690
0,Left,8,0.221255,0.311519,-0.040514
0,Left,9,0.290730,0.522006,-0.008964
0,Left,10,0.258633,0.414826,-0.031107
0,Left,11,0.237064,0.344796,-0.046857
0,Left,12,0.224802,0.290913,-0.053322
0,Left,13,0.321462,0.529593,-0.018545
0,Left,14,0.262528,0.501597,-0.047243
0,Left,15,0.237407,0.566222,-0.052494
0,Left,16,0.226211,0.620412,-0.047161
0,Left,17,0.349675,0.558290,-0.029926
0,Left,18,0.291730,0.568655,-0.050475
0,Left,19,0.273938,0.629860,-0.050470
0,Left,20,0.271491,0.681541,-0.044310
