hand_index,handedness,lm_index,x,y,z
0,Left,0,0.507470,0.725902,-0.000000
0,Left,1,0.462621,0.670646,-0.016862
0,Left,2,0.434427,0.572699,-0.024857
0,Left,3,0.436925,0.486899,-0.035411
0,Left,4,0.461957,0.442337,-0.044647
0,Left,5,0.457439,0.481793,-0.004950
0,Left,6,0.446450,0.373338,-0.022444
0,Left,7,0.439864,0.308697,-0.032295
0,Left,8,0.439581,0.254170,-0.038671
0,Left,9,0.487068,0.475004,-0.009322
0,Left,10,0.470583,0.352487,-0.032144
0,Left,11,0.459837,0.276675,-0.045010
0,Left,12,0.455900,0.218064,-0.049830
0,Left,13,0.518029,0.487314,-0.016472
0,Left,14,0.493541,0.426396,-0.049000
0,Left,15,0.475068,0.499816,-0.051093
0,Left,16,0.467617,0.558696,-0.042066
0,Left,17,0.550106,0.516551,-0.025132
0,Left,18,0.523515,0.479312,-0.051424
0,Left,19,0.504679,0.535072,-0.050883
0,Left,20,0.496840,0.587003,-0.043057
