hand_index,handedness,lm_index,x,y,z
0,Left,0,0.566648,0.677413,-0.000000
0,Left,1,0.504694,0.631116,-0.017808
0,Left,2,0.454852,0.555159,-0.026406
0,Left,3,0.432254,0.479692,-0.035618
0,Left,4,0.438263,0.415905,-0.038116
0,Left,5,0.488865,0.445580,-0.000873
0,Left,6,0.461423,0.394507,-0.025415
0,Left,7,0.469192,0.475354,-0.033023
0,Left,8,0.487335,0.485164,-0.035548
0,Left,9,0.521973,0.445722,-0.001817
0,Left,10,0.493640,0.399369,-0.028206
0,Left,11,0.497214,0.496562,-0.025785
0,Left,12,0.516534,0.491374,-0.017780
0,Left,13,0.555355,0.448427,-0.008570
0,Left,14,0.530530,0.405581,-0.035630
0,Left,15,0.528402,0.498358,-0.020795
0,Left,16,0.547380,0.502551,-0.003689
0,Left,17,0.589654,0.458418,-0.017450
0,Left,18,0.568714,0.407242,-0.030512
0,Left,19,0.558839,0.469485,-0.018578
0,Left,20,0.568483,0.489905,-0.005499
