hand_index,handedness,lm_index,x,y,z
0,Right,0,0.575902,0.671619,-0.000000
0,Right,1,0.609888,0.640584,-0.009433
0,Right,2,0.636908,0.582982,-0.014881
0,Right,3,0.650357,0.538625,-0.019669
0,Right,4,0.653095,0.495362,-0.021862
0,Right,5,0.613723,0.511740,-0.017624
0,Right,6,0.637766,0.514332,-0.033114
0,Right,7,0.633918,0.565311,-0.036527
0,Right,8,0.625370,0.584816,-0.036419
0,Right,9,0.591663,0.512167,-0.020670
0,Right,10,0.616958,0.524859,-0.040316
0,Right,11,0.615130,0.584749,-0.043884
0,Right,12,0.607974,0.603342,-0.043312
0,Right,13,0.569006,0.529605,-0.024498
0,Right,14,0.591216,0.545878,-0.044527
0,Right,15,0.593111,0.603630,-0.039405
0,Right,16,0.586843,0.619985,-0.031916
0,Right,17,0.547461,0.553014,-0.028581
0,Right,18,0.568296,0.561670,-0.041313
0,Right,19,0.574048,0.600250,-0.035990
0,Right,20,0.569348,0.611567,-0.029442
